temp,i,j,"a[i,j]"
2.92,26,42,-1
2.92,26,43,1
2.92,26,44,-1
2.92,26,45,-1
2.92,26,46,-1
2.92,26,47,-1
2.92,26,48,1
2.92,26,49,-1
2.92,27,0,1
2.92,27,1,1
2.92,27,2,-1
2.92,27,3,-1
2.92,27,4,-1
2.92,27,5,-1
2.92,27,6,1
2.92,27,7,1
2.92,27,8,1
2.92,27,9,1
2.92,27,10,1
2.92,27,11,1
2.92,27,12,1
2.92,27,13,-1
2.92,27,14,-1
2.92,27,15,-1
2.92,27,16,-1
2.92,27,17,-1
2.92,27,18,-1
2.92,27,19,-1
2.92,27,20,1
2.92,27,21,1
2.92,27,22,-1
2.92,27,23,-1
2.92,27,24,-1
2.92,27,25,-1
2.92,27,26,1
2.92,27,27,-1
2.92,27,28,-1
2.92,27,29,-1
2.92,27,30,-1
2.92,27,31,-1
2.92,27,32,-1
2.92,27,33,-1
2.92,27,34,-1
2.92,27,35,1
2.92,27,36,-1
2.92,27,37,1
2.92,27,38,-1
2.92,27,39,1
2.92,27,40,1
2.92,27,41,-1
2.92,27,42,-1
2.92,27,43,-1
2.92,27,44,-1
2.92,27,45,-1
2.92,27,46,-1
2.92,27,47,-1
2.92,27,48,-1
2.92,27,49,1
2.92,28,0,-1
2.92,28,1,1
2.92,28,2,-1
2.92,28,3,1
2.92,28,4,-1
2.92,28,5,-1
2.92,28,6,1
2.92,28,7,-1
2.92,28,8,1
2.92,28,9,1
2.92,28,10,1
2.92,28,11,-1
2.92,28,12,-1
2.92,28,13,1
2.92,28,14,-1
2.92,28,15,-1
2.92,28,16,-1
2.92,28,17,-1
2.92,28,18,-1
2.92,28,19,-1
2.92,28,20,1
2.92,28,21,-1
2.92,28,22,1
2.92,28,23,1
2.92,28,24,1
2.92,28,25,-1
2.92,28,26,-1
2.92,28,27,-1
2.92,28,28,-1
2.92,28,29,-1
2.92,28,30,-1
2.92,28,31,-1
2.92,28,32,-1
2.92,28,33,-1
2.92,28,34,-1
2.92,28,35,-1
2.92,28,36,1
2.92,28,37,1
2.92,28,38,1
2.92,28,39,1
2.92,28,40,1
2.92,28,41,-1
2.92,28,42,1
2.92,28,43,-1
2.92,28,44,-1
2.92,28,45,-1
2.92,28,46,-1
2.92,28,47,-1
2.92,28,48,-1
2.92,28,49,1
2.92,29,0,-1
2.92,29,1,-1
2.92,29,2,-1
2.92,29,3,1
2.92,29,4,-1
2.92,29,5,-1
2.92,29,6,1
2.92,29,7,-1
2.92,29,8,-1
2.92,29,9,-1
2.92,29,10,1
2.92,29,11,1
2.92,29,12,1
2.92,29,13,1
2.92,29,14,1
2.92,29,15,-1
2.92,29,16,-1
2.92,29,17,-1
2.92,29,18,1
2.92,29,19,1
2.92,29,20,1
2.92,29,21,1
2.92,29,22,-1
2.92,29,23,1
2.92,29,24,1
2.92,29,25,-1
2.92,29,26,-1
2.92,29,27,-1
2.92,29,28,-1
2.92,29,29,-1
2.92,29,30,1
2.92,29,31,1
2.92,29,32,1
2.92,29,33,-1
2.92,29,34,-1
2.92,29,35,-1
2.92,29,36,-1
2.92,29,37,-1
2.92,29,38,1
2.92,29,39,-1
2.92,29,40,-1
2.92,29,41,1
2.92,29,42,1
2.92,29,43,-1
2.92,29,44,-1
2.92,29,45,-1
2.92,29,46,-1
2.92,29,47,-1
2.92,29,48,-1
2.92,29,49,-1
2.92,30,0,-1
2.92,30,1,-1
2.92,30,2,-1
2.92,30,3,1
2.92,30,4,-1
2.92,30,5,-1
2.92,30,6,-1
2.92,30,7,-1
2.92,30,8,-1
2.92,30,9,-1
2.92,30,10,-1
2.92,30,11,-1
2.92,30,12,-1
2.92,30,13,-1
2.92,30,14,-1
2.92,30,15,-1
2.92,30,16,-1
2.92,30,17,-1
2.92,30,18,1
2.92,30,19,1
2.92,30,20,-1
2.92,30,21,-1
2.92,30,22,-1
2.92,30,23,-1
2.92,30,24,-1
2.92,30,25,-1
2.92,30,26,1
2.92,30,27,1
2.92,30,28,1
2.92,30,29,1
2.92,30,30,-1
2.92,30,31,-1
2.92,30,32,-1
2.92,30,33,-1
2.92,30,34,-1
2.92,30,35,-1
2.92,30,36,-1
2.92,30,37,1
2.92,30,38,1
2.92,30,39,-1
2.92,30,40,1
2.92,30,41,1
2.92,30,42,1
2.92,30,43,-1
2.92,30,44,-1
2.92,30,45,-1
2.92,30,46,-1
2.92,30,47,1
2.92,30,48,-1
2.92,30,49,-1
2.92,31,0,-1
2.92,31,1,-1
2.92,31,2,-1
2.92,31,3,-1
2.92,31,4,-1
2.92,31,5,-1
2.92,31,6,-1
2.92,31,7,-1
2.92,31,8,-1
2.92,31,9,-1
2.92,31,10,-1
2.92,31,11,-1
2.92,31,12,-1
2.92,31,13,-1
2.92,31,14,-1
2.92,31,15,-1
2.92,31,16,-1
2.92,31,17,-1
2.92,31,18,-1
2.92,31,19,-1
2.92,31,20,1
2.92,31,21,-1
2.92,31,22,-1
2.92,31,23,-1
2.92,31,24,-1
2.92,31,25,1
2.92,31,26,1
2.92,31,27,-1
2.92,31,28,-1
2.92,31,29,-1
2.92,31,30,-1
2.92,31,31,1
2.92,31,32,-1
2.92,31,33,-1
2.92,31,34,-1
2.92,31,35,-1
2.92,31,36,1
2.92,31,37,1
2.92,31,38,-1
2.92,31,39,-1
2.92,31,40,1
2.92,31,41,1
2.92,31,42,1
2.92,31,43,-1
2.92,31,44,-1
2.92,31,45,-1
2.92,31,46,-1
2.92,31,47,-1
2.92,31,48,-1
2.92,31,49,-1
2.92,32,0,-1
2.92,32,1,-1
2.92,32,2,-1
2.92,32,3,1
2.92,32,4,-1
2.92,32,5,-1
2.92,32,6,-1
2.92,32,7,-1
2.92,32,8,-1
2.92,32,9,-1
2.92,32,10,-1
2.92,32,11,1
2.92,32,12,-1
2.92,32,13,-1
2.92,32,14,-1
2.92,32,15,-1
2.92,32,16,-1
2.92,32,17,-1
2.92,32,18,-1
2.92,32,19,-1
2.92,32,20,-1
2.92,32,21,-1
2.92,32,22,-1
2.92,32,23,-1
2.92,32,24,1
2.92,32,25,1
2.92,32,26,1
2.92,32,27,1
2.92,32,28,1
2.92,32,29,-1
2.92,32,30,1
2.92,32,31,1
2.92,32,32,-1
2.92,32,33,1
2.92,32,34,1
2.92,32,35,-1
2.92,32,36,1
2.92,32,37,-1
2.92,32,38,-1
2.92,32,39,1
2.92,32,40,1
2.92,32,41,1
2.92,32,42,1
2.92,32,43,-1
2.92,32,44,-1
2.92,32,45,1
2.92,32,46,1
2.92,32,47,1
2.92,32,48,-1
2.92,32,49,-1
2.92,33,0,-1
2.92,33,1,1
2.92,33,2,1
2.92,33,3,1
2.92,33,4,1
2.92,33,5,-1
2.92,33,6,-1
2.92,33,7,1
2.92,33,8,1
2.92,33,9,-1
2.92,33,10,-1
2.92,33,11,-1
2.92,33,12,-1
2.92,33,13,-1
2.92,33,14,-1
2.92,33,15,-1
2.92,33,16,-1
2.92,33,17,-1
2.92,33,18,-1
2.92,33,19,-1
2.92,33,20,-1
2.92,33,21,-1
2.92,33,22,1
2.92,33,23,1
2.92,33,24,1
2.92,33,25,1
2.92,33,26,-1
2.92,33,27,1
2.92,33,28,1
2.92,33,29,1
2.92,33,30,1
2.92,33,31,1
2.92,33,32,1
2.92,33,33,1
2.92,33,34,1
2.92,33,35,1
2.92,33,36,1
2.92,33,37,1
2.92,33,38,1
2.92,33,39,1
2.92,33,40,-1
2.92,33,41,-1
2.92,33,42,-1
2.92,33,43,-1
2.92,33,44,-1
2.92,33,45,-1
2.92,33,46,-1
2.92,33,47,-1
2.92,33,48,-1
2.92,33,49,1
2.92,34,0,-1
2.92,34,1,-1
2.92,34,2,1
2.92,34,3,1
2.92,34,4,1
2.92,34,5,-1
2.92,34,6,1
2.92,34,7,1
2.92,34,8,1
2.92,34,9,1
2.92,34,10,-1
2.92,34,11,-1
2.92,34,12,-1
2.92,34,13,1
2.92,34,14,-1
2.92,34,15,-1
2.92,34,16,-1
2.92,34,17,-1
2.92,34,18,1
2.92,34,19,-1
2.92,34,20,1
2.92,34,21,-1
2.92,34,22,1
2.92,34,23,1
2.92,34,24,1
2.92,34,25,1
2.92,34,26,1
2.92,34,27,1
2.92,34,28,1
2.92,34,29,1
2.92,34,30,1
2.92,34,31,1
2.92,34,32,1
2.92,34,33,1
2.92,34,34,1
2.92,34,35,1
2.92,34,36,1
2.92,34,37,1
2.92,34,38,1
2.92,34,39,1
2.92,34,40,-1
2.92,34,41,1
2.92,34,42,-1
2.92,34,43,-1
2.92,34,44,-1
2.92,34,45,1
2.92,34,46,-1
2.92,34,47,-1
2.92,34,48,-1
2.92,34,49,-1
2.92,35,0,-1
2.92,35,1,-1
2.92,35,2,1
2.92,35,3,-1
2.92,35,4,-1
2.92,35,5,-1
2.92,35,6,1
2.92,35,7,1
2.92,35,8,1
2.92,35,9,1
2.92,35,10,-1
2.92,35,11,-1
2.92,35,12,-1
2.92,35,13,-1
2.92,35,14,-1
2.92,35,15,-1
2.92,35,16,-1
2.92,35,17,-1
2.92,35,18,1
2.92,35,19,1
2.92,35,20,1
2.92,35,21,1
2.92,35,22,1
2.92,35,23,1
2.92,35,24,1
2.92,35,25,1
2.92,35,26,1
2.92,35,27,1
2.92,35,28,1
2.92,35,29,-1
2.92,35,30,-1
2.92,35,31,1
2.92,35,32,1
2.92,35,33,-1
2.92,35,34,-1
2.92,35,35,1
2.92,35,36,1
2.92,35,37,1
2.92,35,38,-1
2.92,35,39,-1
2.92,35,40,1
2.92,35,41,1
2.92,35,42,1
2.92,35,43,-1
2.92,35,44,-1
2.92,35,45,-1
2.92,35,46,-1
2.92,35,47,1
2.92,35,48,-1
2.92,35,49,-1
2.92,36,0,1
2.92,36,1,-1
2.92,36,2,1
2.92,36,3,1
2.92,36,4,1
2.92,36,5,1
2.92,36,6,1
2.92,36,7,1
2.92,36,8,-1
2.92,36,9,-1
2.92,36,10,-1
2.92,36,11,-1
2.92,36,12,-1
2.92,36,13,-1
2.92,36,14,-1
2.92,36,15,-1
2.92,36,16,-1
2.92,36,17,-1
2.92,36,18,-1
2.92,36,19,1
2.92,36,20,1
2.92,36,21,1
2.92,36,22,1
2.92,36,23,1
2.92,36,24,1
2.92,36,25,1
2.92,36,26,1
2.92,36,27,1
2.92,36,28,1
2.92,36,29,-1
2.92,36,30,-1
2.92,36,31,1
2.92,36,32,-1
2.92,36,33,-1
2.92,36,34,-1
2.92,36,35,1
2.92,36,36,-1
2.92,36,37,1
2.92,36,38,-1
2.92,36,39,1
2.92,36,40,1
2.92,36,41,1
2.92,36,42,1
2.92,36,43,-1
2.92,36,44,-1
2.92,36,45,-1
2.92,36,46,-1
2.92,36,47,1
2.92,36,48,-1
2.92,36,49,-1
2.92,37,0,1
2.92,37,1,1
2.92,37,2,1
2.92,37,3,1
2.92,37,4,1
2.92,37,5,1
2.92,37,6,1
2.92,37,7,1
2.92,37,8,1
2.92,37,9,1
2.92,37,10,1
2.92,37,11,-1
2.92,37,12,-1
2.92,37,13,-1
2.92,37,14,-1
2.92,37,15,-1
2.92,37,16,-1
2.92,37,17,1
2.92,37,18,1
2.92,37,19,1
2.92,37,20,1
2.92,37,21,1
2.92,37,22,1
2.92,37,23,-1
2.92,37,24,1
2.92,37,25,-1
2.92,37,26,1
2.92,37,27,1
2.92,37,28,1
2.92,37,29,-1
2.92,37,30,-1
2.92,37,31,-1
2.92,37,32,-1
2.92,37,33,1
2.92,37,34,-1
2.92,37,35,-1
2.92,37,36,-1
2.92,37,37,-1
2.92,37,38,-1
2.92,37,39,-1
2.92,37,40,-1
2.92,37,41,-1
2.92,37,42,-1
2.92,37,43,-1
2.92,37,44,-1
2.92,37,45,-1
2.92,37,46,-1
2.92,37,47,-1
2.92,37,48,-1
2.92,37,49,1
2.92,38,0,-1
2.92,38,1,-1
2.92,38,2,-1
2.92,38,3,1
2.92,38,4,-1
2.92,38,5,1
2.92,38,6,1
2.92,38,7,1
2.92,38,8,1
2.92,38,9,1
2.92,38,10,1
2.92,38,11,-1
2.92,38,12,-1
2.92,38,13,-1
2.92,38,14,1
2.92,38,15,-1
2.92,38,16,-1
2.92,38,17,-1
2.92,38,18,1
2.92,38,19,1
2.92,38,20,1
2.92,38,21,1
2.92,38,22,1
2.92,38,23,1
2.92,38,24,1
2.92,38,25,-1
2.92,38,26,1
2.92,38,27,1
2.92,38,28,1
2.92,38,29,-1
2.92,38,30,-1
2.92,38,31,1
2.92,38,32,1
2.92,38,33,1
2.92,38,34,-1
2.92,38,35,-1
2.92,38,36,-1
2.92,38,37,-1
2.92,38,38,-1
2.92,38,39,-1
2.92,38,40,-1
2.92,38,41,-1
2.92,38,42,-1
2.92,38,43,-1
2.92,38,44,-1
2.92,38,45,-1
2.92,38,46,-1
2.92,38,47,1
2.92,38,48,-1
2.92,38,49,-1
2.92,39,0,-1
2.92,39,1,-1
2.92,39,2,-1
2.92,39,3,1
2.92,39,4,1
2.92,39,5,1
2.92,39,6,-1
2.92,39,7,1
2.92,39,8,1
2.92,39,9,-1
2.92,39,10,-1
2.92,39,11,-1
2.92,39,12,1
2.92,39,13,1
2.92,39,14,1
2.92,39,15,-1
2.92,39,16,1
2.92,39,17,-1
2.92,39,18,1
2.92,39,19,-1
2.92,39,20,-1
2.92,39,21,-1
2.92,39,22,-1
2.92,39,23,1
2.92,39,24,1
2.92,39,25,1
2.92,39,26,1
2.92,39,27,1
2.92,39,28,1
2.92,39,29,1
2.92,39,30,1
2.92,39,31,1
2.92,39,32,1
2.92,39,33,1
2.92,39,34,-1
2.92,39,35,-1
2.92,39,36,-1
2.92,39,37,-1
2.92,39,38,-1
2.92,39,39,-1
2.92,39,40,-1
2.92,39,41,-1
2.92,39,42,-1
2.92,39,43,-1
2.92,39,44,-1
2.92,39,45,1
2.92,39,46,1
2.92,39,47,1
2.92,39,48,-1
2.92,39,49,-1
2.92,40,0,1
2.92,40,1,-1
2.92,40,2,-1
2.92,40,3,-1
2.92,40,4,1
2.92,40,5,1
2.92,40,6,-1
2.92,40,7,-1
2.92,40,8,-1
2.92,40,9,1
2.92,40,10,-1
2.92,40,11,1
2.92,40,12,1
2.92,40,13,1
2.92,40,14,1
2.92,40,15,1
2.92,40,16,-1
2.92,40,17,-1
2.92,40,18,-1
2.92,40,19,-1
2.92,40,20,-1
2.92,40,21,-1
2.92,40,22,-1
2.92,40,23,-1
2.92,40,24,1
2.92,40,25,1
2.92,40,26,1
2.92,40,27,1
2.92,40,28,1
2.92,40,29,-1
2.92,40,30,-1
2.92,40,31,1
2.92,40,32,1
2.92,40,33,1
2.92,40,34,-1
2.92,40,35,-1
2.92,40,36,-1
2.92,40,37,-1
2.92,40,38,-1
2.92,40,39,-1
2.92,40,40,-1
2.92,40,41,1
2.92,40,42,1
2.92,40,43,1
2.92,40,44,1
2.92,40,45,1
2.92,40,46,1
2.92,40,47,1
2.92,40,48,1
2.92,40,49,-1
2.92,41,0,1
2.92,41,1,-1
2.92,41,2,-1
2.92,41,3,-1
2.92,41,4,-1
2.92,41,5,-1
2.92,41,6,-1
2.92,41,7,-1
2.92,41,8,-1
2.92,41,9,1
2.92,41,10,1
2.92,41,11,-1
2.92,41,12,-1
2.92,41,13,-1
2.92,41,14,-1
2.92,41,15,-1
2.92,41,16,1
2.92,41,17,1
2.92,41,18,-1
2.92,41,19,-1
2.92,41,20,-1
2.92,41,21,-1
2.92,41,22,-1
2.92,41,23,-1
2.92,41,24,1
2.92,41,25,1
2.92,41,26,1
2.92,41,27,1
2.92,41,28,-1
2.92,41,29,-1
2.92,41,30,-1
2.92,41,31,-1
2.92,41,32,-1
2.92,41,33,-1
2.92,41,34,1
2.92,41,35,1
2.92,41,36,-1
2.92,41,37,-1
2.92,41,38,-1
2.92,41,39,-1
2.92,41,40,-1
2.92,41,41,1
2.92,41,42,1
2.92,41,43,1
2.92,41,44,1
2.92,41,45,1
2.92,41,46,1
2.92,41,47,1
2.92,41,48,1
2.92,41,49,-1
2.92,42,0,1
2.92,42,1,-1
2.92,42,2,-1
2.92,42,3,-1
2.92,42,4,-1
2.92,42,5,-1
2.92,42,6,1
2.92,42,7,-1
2.92,42,8,1
2.92,42,9,1
2.92,42,10,-1
2.92,42,11,-1
2.92,42,12,-1
2.92,42,13,-1
2.92,42,14,1
2.92,42,15,1
2.92,42,16,1
2.92,42,17,-1
2.92,42,18,-1
2.92,42,19,-1
2.92,42,20,-1
2.92,42,21,-1
2.92,42,22,-1
2.92,42,23,1
2.92,42,24,1
2.92,42,25,1
2.92,42,26,1
2.92,42,27,-1
2.92,42,28,-1
2.92,42,29,-1
2.92,42,30,-1
2.92,42,31,-1
2.92,42,32,1
2.92,42,33,-1
2.92,42,34,1
2.92,42,35,1
2.92,42,36,1
2.92,42,37,1
2.92,42,38,1
2.92,42,39,-1
2.92,42,40,-1
2.92,42,41,-1
2.92,42,42,1
2.92,42,43,1
2.92,42,44,1
2.92,42,45,1
2.92,42,46,1
2.92,42,47,1
2.92,42,48,1
2.92,42,49,-1
2.92,43,0,1
2.92,43,1,-1
2.92,43,2,-1
2.92,43,3,-1
2.92,43,4,-1
2.92,43,5,-1
2.92,43,6,1
2.92,43,7,-1
2.92,43,8,-1
2.92,43,9,1
2.92,43,10,1
2.92,43,11,-1
2.92,43,12,-1
2.92,43,13,-1
2.92,43,14,1
2.92,43,15,1
2.92,43,16,1
2.92,43,17,1
2.92,43,18,-1
2.92,43,19,-1
2.92,43,20,-1
2.92,43,21,-1
2.92,43,22,-1
2.92,43,23,1
2.92,43,24,1
2.92,43,25,1
2.92,43,26,1
2.92,43,27,-1
2.92,43,28,-1
2.92,43,29,-1
2.92,43,30,-1
2.92,43,31,1
2.92,43,32,1
2.92,43,33,-1
2.92,43,34,1
2.92,43,35,1
2.92,43,36,1
2.92,43,37,1
2.92,43,38,1
2.92,43,39,1
2.92,43,40,1
2.92,43,41,1
2.92,43,42,1
2.92,43,43,1
2.92,43,44,1
2.92,43,45,1
2.92,43,46,1
2.92,43,47,1
2.92,43,48,1
2.92,43,49,-1
2.92,44,0,-1
2.92,44,1,-1
2.92,44,2,-1
2.92,44,3,1
2.92,44,4,1
2.92,44,5,1
2.92,44,6,1
2.92,44,7,1
2.92,44,8,1
2.92,44,9,1
2.92,44,10,1
2.92,44,11,-1
2.92,44,12,-1
2.92,44,13,-1
2.92,44,14,-1
2.92,44,15,1
2.92,44,16,1
2.92,44,17,1
2.92,44,18,-1
2.92,44,19,1
2.92,44,20,-1
2.92,44,21,-1
2.92,44,22,1
2.92,44,23,1
2.92,44,24,1
2.92,44,25,1
2.92,44,26,1
2.92,44,27,-1
2.92,44,28,-1
2.92,44,29,-1
2.92,44,30,-1
2.92,44,31,1
2.92,44,32,1
2.92,44,33,1
2.92,44,34,1
2.92,44,35,1
2.92,44,36,-1
2.92,44,37,1
2.92,44,38,1
2.92,44,39,1
2.92,44,40,1
2.92,44,41,1
2.92,44,42,1
2.92,44,43,1
2.92,44,44,-1
2.92,44,45,1
2.92,44,46,1
2.92,44,47,1
2.92,44,48,-1
2.92,44,49,-1
2.92,45,0,-1
2.92,45,1,-1
2.92,45,2,-1
2.92,45,3,-1
2.92,45,4,1
2.92,45,5,-1
2.92,45,6,1
2.92,45,7,1
2.92,45,8,1
2.92,45,9,-1
2.92,45,10,-1
2.92,45,11,-1
2.92,45,12,-1
2.92,45,13,1
2.92,45,14,-1
2.92,45,15,1
2.92,45,16,1
2.92,45,17,1
2.92,45,18,1
2.92,45,19,-1
2.92,45,20,-1
2.92,45,21,-1
2.92,45,22,1
2.92,45,23,1
2.92,45,24,1
2.92,45,25,1
2.92,45,26,1
2.92,45,27,-1
2.92,45,28,-1
2.92,45,29,-1
2.92,45,30,1
2.92,45,31,1
2.92,45,32,1
2.92,45,33,1
2.92,45,34,1
2.92,45,35,1
2.92,45,36,1
2.92,45,37,1
2.92,45,38,1
2.92,45,39,1
2.92,45,40,-1
2.92,45,41,-1
2.92,45,42,-1
2.92,45,43,-1
2.92,45,44,-1
2.92,45,45,1
2.92,45,46,1
2.92,45,47,1
2.92,45,48,-1
2.92,45,49,-1
2.92,46,0,1
2.92,46,1,1
2.92,46,2,-1
2.92,46,3,-1
2.92,46,4,1
2.92,46,5,1
2.92,46,6,1
2.92,46,7,1
2.92,46,8,-1
2.92,46,9,-1
2.92,46,10,-1
2.92,46,11,-1
2.92,46,12,-1
2.92,46,13,1
2.92,46,14,-1
2.92,46,15,-1
2.92,46,16,1
2.92,46,17,1
2.92,46,18,-1
2.92,46,19,1
2.92,46,20,-1
2.92,46,21,-1
2.92,46,22,1
2.92,46,23,1
2.92,46,24,1
2.92,46,25,1
2.92,46,26,1
2.92,46,27,1
2.92,46,28,1
2.92,46,29,1
2.92,46,30,1
2.92,46,31,1
2.92,46,32,1
2.92,46,33,1
2.92,46,34,1
2.92,46,35,1
2.92,46,36,1
2.92,46,37,1
2.92,46,38,1
2.92,46,39,-1
2.92,46,40,-1
2.92,46,41,1
2.92,46,42,1
2.92,46,43,1
2.92,46,44,1
2.92,46,45,1
2.92,46,46,1
2.92,46,47,1
2.92,46,48,1
2.92,46,49,1
2.92,47,0,-1
2.92,47,1,-1
2.92,47,2,-1
2.92,47,3,-1
2.92,47,4,1
2.92,47,5,1
2.92,47,6,-1
2.92,47,7,1
2.92,47,8,-1
2.92,47,9,-1
2.92,47,10,-1
2.92,47,11,-1
2.92,47,12,-1
2.92,47,13,1
2.92,47,14,1
2.92,47,15,-1
2.92,47,16,1
2.92,47,17,1
2.92,47,18,-1
2.92,47,19,1
2.92,47,20,1
2.92,47,21,-1
2.92,47,22,1
2.92,47,23,1
2.92,47,24,1
2.92,47,25,1
2.92,47,26,1
2.92,47,27,1
2.92,47,28,1
2.92,47,29,1
2.92,47,30,1
2.92,47,31,1
2.92,47,32,-1
2.92,47,33,1
2.92,47,34,1
2.92,47,35,1
2.92,47,36,1
2.92,47,37,1
2.92,47,38,1
2.92,47,39,1
2.92,47,40,1
2.92,47,41,1
2.92,47,42,1
2.92,47,43,1
2.92,47,44,1
2.92,47,45,1
2.92,47,46,1
2.92,47,47,1
2.92,47,48,1
2.92,47,49,-1
2.92,48,0,1
2.92,48,1,1
2.92,48,2,1
2.92,48,3,-1
2.92,48,4,1
2.92,48,5,1
2.92,48,6,1
2.92,48,7,1
2.92,48,8,-1
2.92,48,9,-1
2.92,48,10,1
2.92,48,11,-1
2.92,48,12,-1
2.92,48,13,-1
2.92,48,14,1
2.92,48,15,1
2.92,48,16,1
2.92,48,17,1
2.92,48,18,1
2.92,48,19,1
2.92,48,20,-1
2.92,48,21,-1
2.92,48,22,-1
2.92,48,23,-1
2.92,48,24,1
2.92,48,25,1
2.92,48,26,1
2.92,48,27,1
2.92,48,28,1
2.92,48,29,1
2.92,48,30,1
2.92,48,31,-1
2.92,48,32,-1
2.92,48,33,1
2.92,48,34,-1
2.92,48,35,1
2.92,48,36,1
2.92,48,37,1
2.92,48,38,1
2.92,48,39,1
2.92,48,40,-1
2.92,48,41,-1
2.92,48,42,1
2.92,48,43,-1
2.92,48,44,-1
2.92,48,45,1
2.92,48,46,1
2.92,48,47,1
2.92,48,48,1
2.92,48,49,1
2.92,49,0,1
2.92,49,1,1
2.92,49,2,1
2.92,49,3,1
2.92,49,4,1
2.92,49,5,-1
2.92,49,6,-1
2.92,49,7,1
2.92,49,8,1
2.92,49,9,-1
2.92,49,10,-1
2.92,49,11,-1
2.92,49,12,-1
2.92,49,13,-1
2.92,49,14,1
2.92,49,15,1
2.92,49,16,1
2.92,49,17,1
2.92,49,18,1
2.92,49,19,1
2.92,49,20,-1
2.92,49,21,-1
2.92,49,22,1
2.92,49,23,1
2.92,49,24,1
2.92,49,25,1
2.92,49,26,1
2.92,49,27,1
2.92,49,28,-1
2.92,49,29,1
2.92,49,30,1
2.92,49,31,-1
2.92,49,32,-1
2.92,49,33,1
2.92,49,34,1
2.92,49,35,1
2.92,49,36,1
2.92,49,37,1
2.92,49,38,-1
2.92,49,39,-1
2.92,49,40,-1
2.92,49,41,1
2.92,49,42,1
2.92,49,43,1
2.92,49,44,1
2.92,49,45,1
2.92,49,46,-1
2.92,49,47,-1
2.92,49,48,1
2.92,49,49,1
2.87,0,0,-1
2.87,0,1,-1
2.87,0,2,-1
2.87,0,3,-1
2.87,0,4,1
2.87,0,5,1
2.87,0,6,1
2.87,0,7,1
2.87,0,8,1
2.87,0,9,1
2.87,0,10,-1
2.87,0,11,-1
2.87,0,12,1
2.87,0,13,-1
2.87,0,14,-1
2.87,0,15,-1
2.87,0,16,-1
2.87,0,17,1
2.87,0,18,-1
2.87,0,19,-1
2.87,0,20,-1
2.87,0,21,1
2.87,0,22,1
2.87,0,23,1
2.87,0,24,-1
2.87,0,25,1
2.87,0,26,-1
2.87,0,27,-1
2.87,0,28,1
2.87,0,29,-1
2.87,0,30,-1
2.87,0,31,-1
2.87,0,32,-1
2.87,0,33,1
2.87,0,34,1
2.87,0,35,1
2.87,0,36,1
2.87,0,37,1
2.87,0,38,-1
2.87,0,39,1
2.87,0,40,1
2.87,0,41,-1
2.87,0,42,1
2.87,0,43,-1
2.87,0,44,-1
2.87,0,45,1
2.87,0,46,1
2.87,0,47,-1
2.87,0,48,-1
2.87,0,49,-1
2.87,1,0,-1
2.87,1,1,-1
2.87,1,2,-1
2.87,1,3,-1
2.87,1,4,1
2.87,1,5,-1
2.87,1,6,-1
2.87,1,7,-1
2.87,1,8,1
2.87,1,9,1
2.87,1,10,-1
2.87,1,11,-1
2.87,1,12,-1
2.87,1,13,-1
2.87,1,14,1
2.87,1,15,1
2.87,1,16,1
2.87,1,17,-1
2.87,1,18,-1
2.87,1,19,-1
2.87,1,20,-1
2.87,1,21,1
2.87,1,22,1
2.87,1,23,1
2.87,1,24,1
2.87,1,25,1
2.87,1,26,1
2.87,1,27,1
2.87,1,28,1
2.87,1,29,-1
2.87,1,30,1
2.87,1,31,-1
2.87,1,32,-1
2.87,1,33,-1
2.87,1,34,1
2.87,1,35,1
2.87,1,36,1
2.87,1,37,1
2.87,1,38,1
2.87,1,39,1
2.87,1,40,1
2.87,1,41,-1
2.87,1,42,1
2.87,1,43,-1
2.87,1,44,-1
2.87,1,45,-1
2.87,1,46,1
2.87,1,47,-1
2.87,1,48,-1
2.87,1,49,-1
2.87,2,0,-1
2.87,2,1,1
2.87,2,2,-1
2.87,2,3,-1
2.87,2,4,1
2.87,2,5,-1
2.87,2,6,1
2.87,2,7,1
2.87,2,8,1
2.87,2,9,1
2.87,2,10,-1
2.87,2,11,-1
2.87,2,12,-1
2.87,2,13,-1
2.87,2,14,-1
2.87,2,15,-1
2.87,2,16,1
2.87,2,17,-1
2.87,2,18,1
2.87,2,19,1
2.87,2,20,1
2.87,2,21,1
2.87,2,22,1
2.87,2,23,1
2.87,2,24,1
2.87,2,25,-1
2.87,2,26,-1
2.87,2,27,1
2.87,2,28,1
2.87,2,29,1
2.87,2,30,1
2.87,2,31,1
2.87,2,32,-1
2.87,2,33,1
2.87,2,34,1
2.87,2,35,1
2.87,2,36,1
2.87,2,37,1
2.87,2,38,1
2.87,2,39,1
2.87,2,40,-1
2.87,2,41,-1
2.87,2,42,1
2.87,2,43,-1
2.87,2,44,-1
2.87,2,45,-1
2.87,2,46,-1
2.87,2,47,1
2.87,2,48,-1
2.87,2,49,1
2.87,3,0,-1
2.87,3,1,-1
2.87,3,2,-1
2.87,3,3,1
2.87,3,4,-1
2.87,3,5,1
2.87,3,6,1
2.87,3,7,1
2.87,3,8,1
2.87,3,9,1
2.87,3,10,-1
2.87,3,11,-1
2.87,3,12,-1
2.87,3,13,-1
2.87,3,14,-1
2.87,3,15,-1
2.87,3,16,-1
2.87,3,17,-1
2.87,3,18,-1
2.87,3,19,-1
2.87,3,20,1
2.87,3,21,-1
